search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
10619	PF-3758309	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10620	PF-477736	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10621	PF-562271	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10622	PH-797804	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10623	PHA-793887	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10624	Pictilisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10625	Pilaralisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10626	Pimasertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10627	Ponatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10628	Poziotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10629	Quizartinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10630	R-406	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10631	R-547	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10632	Rabusertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10633	RAF-265	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10634	Rapamycin	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10635	RDEA-436	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10636	Rebastinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10637	Refametinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10638	Regorafenib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10639	RGB-286638	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10640	Ribociclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10641	Rigosertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10642	Ripasudil	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10643	Ro-4987655	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10644	Ro-5126766	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10645	Rociletinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10646	Ruboxistaurin	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10647	Ruxolitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10648	Sapanisertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10649	Sapitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10650	SAR-407899	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10651	Saracatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10652	SB-1317	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10653	SCH-900776	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10654	Seliciclib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10655	Selumetinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10656	SGI-1776	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10657	SGX-523	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10658	Silmitasertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10659	SNS-314	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10660	Sonolisib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10661	Sorafenib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10662	Sotrastaurin	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10663	SU-14813	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10664	Sunitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10665	TAK-285	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10666	TAK-593	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10667	TAK-733	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10668	TAK-901	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10669	Talmapimod	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10670	Tandutinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10671	Tanzisertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10672	Telatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10673	Tepotinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10674	Tesevatinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10675	TG-100115	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10676	TG-100572	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10677	TG-100801	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10678	Tideglusib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10679	Tivantinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10680	Tivozanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10681	Tofacitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10682	Torisel	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10683	Tozasertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10684	Trametinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10685	Triciribine	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10686	UCN-01	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10687	Ulixertinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10688	Uprosertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10689	Vandetanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10690	Varlitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10691	Vatalanib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10692	Vemurafenib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10693	Volasertib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10694	Volitinib	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10695	VX-702	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10696	X-396	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10697	XL-019	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10698	XL-228	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10699	XL-413	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10700	XL-765	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10701	Y-39983	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10702	AC-480_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10703	AEE-788_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10704	Afatinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10705	AMG-208_withCAKI	Cancer Cell Lines, Other Anatomical Entities	Klaeger et al. (2017)	29191878	PXD005336
10706	ARRY-380_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10707	AV-412_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10708	BMS-690514_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10709	BMS-777607_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10710	Cabozantinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10711	Canertinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10712	Capmatinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10713	Crizotinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10714	CUDC-101_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10715	Dacomitinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10716	Erlotinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10717	Foretinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10718	Gefitinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10719	Golvatinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10720	Icotinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10721	JNJ-26483327_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10722	JNJ-38877605_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10723	Lapatinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10724	Mubritinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10725	Neratinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10726	Osimertinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10727	Pelitinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10728	PF-04217903_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10729	Poziotinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10730	Rociletinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10731	Sapitinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10732	TAK-285_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10733	Tepotinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10734	Tesevatinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10735	Tivantinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10736	Vandetanib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10737	Varlitinib_inBT474	Cancer Cell Lines, Breast	Klaeger et al. (2017)	29191878	PXD005336
10738	Volitinib_withCAKI	Cancer Cell Lines, Kidney	Klaeger et al. (2017)	29191878	PXD005336
10982	CPTAC_HNSCC_DiscoveryStudy_Proteome_TMT-p1	Cancer, Other Anatomical Entities	Mertins et al. (2018)	29988108	
10980	CPTAC_HNSCC_DiscoveryStudy_Phosphoproteome_TMT	Cancer, Other Anatomical Entities	Mertins et al. (2018)	29988108	
10981	CPTAC_HNSCC_DiscoveryStudy_Proteome_TMT-p2	Cancer, Other Anatomical Entities	Mertins et al. (2018)	29988108	
10983	mono-allelic-B721.221_IAA_Lumos	Blood Cells	Sarkizova et al. (2020)	31844290	
10984	mono-allelic-B721.221_IAA_QEplus	Blood Cells	Sarkizova et al. (2020)	31844290	
10986	mono-allelic-B721.221_noIAA_QE-HF	Blood Cells	Sarkizova et al. (2020)	31844290	
10987	mono-allelic-B721.221_noIAA_QEplus-p2	Blood Cells	Sarkizova et al. (2020)	31844290	
10988	mono-allelic-B721.221_IAA_QEplus-p2	Blood Cells	Sarkizova et al. (2020)	31844290	
10991	HLA_Profiling_CLL_QEplus	Blood Cells	Sarkizova et al. (2020)	31844290	
10990	HLA_Profiling_CLL_QE-HF	Blood Cells	Sarkizova et al. (2020)	31844290	
10989	HLA_Profiling_CLL_Lumos	Blood Cells	Sarkizova et al. (2020)	31844290	
10992	HLA_Profiling_GBM_Lumos	Cancer Cell Lines, Brain	Sarkizova et al. (2020)	31844290	
10993	HLA_Profiling_GBM_QEplus	Cancer Cell Lines, Brain	Sarkizova et al. (2020)	31844290	
10996	HLA_Profiling_RCC_Lumos	Cancer Cell Lines, Kidney	Sarkizova et al. (2020)	31844290	
10994	HLA_Profiling_MEL_Lumos	Cancer Cell Lines, Skin	Sarkizova et al. (2020)	31844290	
10995	HLA_Profiling_MEL_QEplus	Cancer Cell Lines, Skin	Sarkizova et al. (2020)	31844290	
10998	CPTAC_GBM-Discovery-Study_GBM_Phosphoproteome_TMT	Cancer, Brain	Brennan et al. (2013)	24120142	
10999	CPTAC_GBM-Discovery-Study_GBM_Proteome_TMT	Cancer, Brain	Brennan et al. (2013)	24120142	
11000	T-cell-secretome-activated	Blood Cells	Baker et al. (2017)	28117396	PXD005656
11001	T-cell-secretome-control	Blood Cells	Baker et al. (2017)	28117396	PXD005656
11002	C-HPP_Placental-Tissue_c18-SPE	Placenta	Lin et al. (2019)	31592669	PXD014083
11004	C-HPP_Placental-Tissue_c18-SPE-PAGE	Placenta	Lin et al. (2019)	31592669	PXD014083
11003	C-HPP_Placental-Tissue_c18-SPE-MWCO	Placenta	Lin et al. (2019)	31592669	PXD014083
11008	AlveolarBone_preTAILS_gluC_G2	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11007	AlveolarBone_preTAILS_gluC_G1	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11005	AlveolarBone_preTAILS_aspN_E	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11006	AlveolarBone_preTAILS_gluC_E	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11009	AlveolarBone_preTAILS_lysArg_E	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11010	AlveolarBone_preTAILS_lysArg_G1	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11011	AlveolarBone_preTAILS_lysArg_G2	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11012	AlveolarBone_preTAILS_trypsin_E	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11013	AlveolarBone_preTAILS_trypsin_G1	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11014	AlveolarBone_preTAILS_trypsin_G2	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11017	AlveolarBone_trypsin_T1	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11016	AlveolarBone_trypsin_lysC	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11015	AlveolarBone_TAILS_trypsin	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11018	AlveolarBone_preTAILS_aspN_G1	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11019	AlveolarBone_preTAILS_aspN_G2	Other Anatomical Entities	Bell et al. (2019)	31601107	PXD011524
11020	nasal-polyps_IGD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11021	nasal-polyps_ISD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11022	nasal-polyps_OFD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11023	nasal-polyps_OPD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11024	palatine-tonsils_IGD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11025	palatine-tonsils_ISD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11026	palatine-tonsils_OFD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11027	palatine-tonsils_OPD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11032	parotid-gland_IGD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11033	parotid-gland_ISD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11035	parotid-gland_OPD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11034	parotid-gland_OFD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11031	pooled_OPD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11030	pooled_OFD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11029	pooled_ISD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11028	pooled_IGD	Other Anatomical Entities	Klont F, et al. (2018)	29608294	PXD008493
11038	Low-Abundance-Membrane-Protein_HeLa_Pellets	Cancer Cell Lines, Other Female Reproductive Organ	Zhang et al. (2020)	31773964	PXD014058
11041	Low-Abundance-Membrane-Protein_HeLa_Supernatants	Cancer Cell Lines, Other Female Reproductive Organ	Zhang et al. (2020)	31773964	PXD014058
11036	Low-Abundance-Membrane-Protein_HCT116_Pellets	Cancer Cell Lines, Digestive System	Zhang et al. (2020)	31773964	PXD014058
11037	Low-Abundance-Membrane-Protein_HCT116_Supernatants	Cancer Cell Lines, Digestive System	Zhang et al. (2020)	31773964	PXD014058
11039	Low-Abundance-Membrane-Protein_HepG2_Pellets	Cancer Cell Lines, Liver	Zhang et al. (2020)	31773964	PXD014058
11040	Low-Abundance-Membrane-Protein_HepG2_Supernatants	Cancer Cell Lines, Liver	Zhang et al. (2020)	31773964	PXD014058
11043	Low-Abundance-Membrane-Protein_SNU-1_Supernatants	Cancer Cell Lines, Digestive System	Zhang et al. (2020)	31773964	PXD014058
11042	Low-Abundance-Membrane-Protein_SNU-1_Pellets	Cancer Cell Lines, Digestive System	Zhang et al. (2020)	31773964	PXD014058
11045	MP_Chr18-Consortium_brain	Cancer, Brain	Poverennaya et al. (2020)	32456206	PXD014300
11046	MP_Chr18-Consortium_cervicovaginal-fluid	Other Anatomical Entities	Poverennaya et al. (2020)	32456206	PXD014300
11048	MP_Chr18-Consortium_placenta	Placenta	Poverennaya et al. (2020)	32456206	PXD014300
11049	MP_Chr18-Consortium_plasma	Blood Plasma	Poverennaya et al. (2020)	32456206	PXD014300
11047	MP_Chr18-Consortium_EAhy926	Cancer and Non Cancer Cell Lines	Poverennaya et al. (2020)	32456206	PXD014300
11044	MP_Chr18-Consortium_adipocyte	Other Anatomical Entities	Poverennaya et al. (2020)	32456206	PXD014300
11053	CPTAC_CancerProteomeConfirmatoryColonStudy_TMT	Cancer, Digestive System	(manuscript submitted)		
11052	CPTAC_CancerProteomeConfirmatoryColonStudy	Cancer, Digestive System	(manuscript submitted)		
11054	CPTAC_CancerProteomeConfirmatoryColon_Phos_TMT	Cancer, Digestive System	(manuscript submitted)		
11050	Platelet_ADP-Iloprost_Global-iTRAQ_LTQ-Orbi-Velos	Blood Cells	Beck et al. (2017)	28060719	PXD001189
11051	DG75_BCR-stimulated_pY-IP-Silac_QE	Cancer Cell Lines, Blood	Corso et al. (2016)	27155012	PXD003492
11055	kingdoms-of-life_Hs-A549	Cancer Cell Lines, Lung	Müller et al. (2020)	32555458	PXD019483
11056	kingdoms-of-life_Hs-A562	Cancer Cell Lines, Blood	Müller et al. (2020)	32555458	PXD019483
11057	kingdoms-of-life_Hs-AspC1	Cancer Cell Lines, Pancreas	Müller et al. (2020)	32555458	PXD019483
11058	kingdoms-of-life_Hs-GAMG	Cancer Cell Lines, Brain	Müller et al. (2020)	32555458	PXD019483
11059	kingdoms-of-life_Hs-HaCat	Non Cancer Cell Lines	Müller et al. (2020)	32555458	PXD019483
11060	kingdoms-of-life_Hs-HEK293	Non Cancer Cell Lines	Müller et al. (2020)	32555458	PXD019483
11061	kingdoms-of-life_Hs-HeLa	Cancer Cell Lines, Other Female Reproductive Organ	Müller et al. (2020)	32555458	PXD019483
11062	kingdoms-of-life_Hs-HepG2	Cancer Cell Lines, Liver	Müller et al. (2020)	32555458	PXD019483
11063	kingdoms-of-life_Hs-MCF-7	Cancer Cell Lines, Breast	Müller et al. (2020)	32555458	PXD019483
11064	kingdoms-of-life_Hs-PC3	Cancer Cell Lines, Other Male Reproductive Organ	Müller et al. (2020)	32555458	PXD019483
